119,488,342,431,450,579
119,488,342,431,450,579
119,488,342,431,450,579
119,488,0,431,450,511
119,488,0,0,450,511
119,488,340,0,0,511
119,488,340,0,0,572
119,488,0,0,449,572
119,488,0,0,449,572
345,488,0,0,449,572
345,488,239,0,449,572
345,392,239,0,347,572
345,392,239,0,347,572
345,392,239,0,347,572
345,392,239,317,347,572
345,392,239,317,347,572
345,0,239,317,347,602
345,0,239,317,347,602
345,0,239,317,347,602
345,0,239,317,347,602
345,940,254,317,332,602
345,940,254,317,332,602
345,940,254,317,332,602
345,940,254,263,332,602
345,940,254,263,280,602
345,940,254,263,280,602
345,940,254,263,280,602
345,940,254,263,280,602
805,940,254,263,280,602
805,390,254,263,280,602
805,390,254,263,280,602
805,390,254,263,280,602
805,390,254,263,280,601
993,346,152,263,271,601
993,346,152,263,271,601
993,346,152,280,271,601
993,346,152,280,0,601
993,346,152,280,0,601
993,346,152,975,0,601
993,346,152,975,0,601
993,346,152,975,951,601
993,346,152,975,951,601
993,346,152,975,951,601
993,346,152,975,951,512
993,346,152,975,951,512
993,346,152,928,951,512
993,346,152,928,951,512
993,346,152,928,951,512
993,346,152,928,951,512
993,346,152,928,951,512
993,346,152,928,951,512
993,346,152,928,951,512
993,346,152,928,951,930
993,346,152,928,951,930
993,346,152,928,951,0
993,346,152,928,951,0
993,346,152,928,951,0
993,997,152,928,951,0
993,997,152,928,951,888
993,997,152,928,951,888
993,920,152,928,951,888
993,920,152,928,951,888
993,920,152,928,951,888
993,920,152,928,951,888
993,920,152,928,951,888
993,878,152,928,951,888
993,878,152,928,951,888
993,878,152,928,951,888
993,878,152,928,951,888
993,878,0,928,951,888
993,878,0,928,951,888
993,878,0,928,951,888
993,878,0,928,951,875
993,878,0,928,951,875
993,878,0,928,951,875
993,878,0,928,951,875
993,878,187,928,951,778
993,878,187,928,951,778
993,878,187,928,951,778
993,878,187,928,951,778
993,878,187,928,951,778
993,877,187,899,951,778
993,877,187,899,951,0
993,877,903,899,951,0
993,877,903,899,951,0
993,896,903,0,951,0
993,896,903,0,951,0
993,896,903,0,951,0
377,896,832,0,951,0
377,896,832,880,951,0
377,896,832,880,951,0
377,892,832,880,951,0
377,892,832,880,951,0
377,892,832,880,951,0
377,892,832,880,951,0
377,884,832,880,951,0
377,884,832,880,951,816
287,884,832,880,951,816
287,884,832,880,951,816
287,884,832,880,951,816
287,884,832,880,951,816
287,884,832,880,951,816
287,884,832,271,951,877
316,884,832,271,951,877
316,870,832,271,951,0
316,870,832,271,951,0
316,870,832,271,0,0
316,870,832,417,0,0
316,870,832,417,0,0
316,870,832,417,0,0
891,870,832,417,0,851
891,870,832,417,0,851
891,875,832,417,0,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,832,417,412,851
891,875,820,417,482,851
891,829,0,417,482,851
891,829,0,417,482,851
891,829,0,417,482,851
891,829,0,417,482,851
891,829,796,417,482,851
891,829,796,417,482,851
891,829,796,417,482,851
891,840,796,417,482,851
891,840,796,863,618,851
891,840,796,863,618,851
891,840,796,863,618,851
891,840,796,863,618,851
891,840,796,863,618,851
891,840,796,863,618,910
891,0,796,863,618,910
737,0,796,863,618,0
737,0,794,863,618,0
737,0,794,863,618,0
737,0,794,863,618,0
737,0,794,863,618,0
737,0,794,863,618,0
737,0,794,863,618,0
737,0,794,863,618,0
929,0,794,863,884,0
929,0,794,863,884,0
929,0,794,863,884,0
929,855,794,0,884,0
929,855,794,0,884,0
929,855,794,0,884,0
929,858,794,0,884,0
929,858,794,0,884,845
929,858,794,842,884,845
929,858,808,842,884,845
929,858,808,842,884,845
929,858,808,842,884,845
929,858,808,842,884,845
929,858,808,842,884,845
929,858,808,842,884,845
929,858,808,842,884,845
929,858,808,842,884,847
929,858,808,842,884,847
929,858,808,842,884,847
929,858,808,842,884,847
929,858,808,889,884,847
929,858,808,889,884,847
929,858,808,889,884,847
929,858,808,889,884,720
929,858,808,889,884,720
929,877,808,889,884,720
929,877,808,889,884,720
929,877,808,889,884,720
929,877,845,889,884,720
929,749,845,889,884,720
929,749,845,889,884,720
929,0,845,889,884,720
929,0,845,889,927,720
929,0,845,889,927,720
929,0,845,889,927,720
929,0,845,889,927,720
929,748,845,889,927,720
929,748,845,889,927,720
929,748,845,889,935,720
929,748,845,889,935,720
804,748,845,889,0,720
804,748,845,889,0,720
804,748,791,889,0,720
804,748,791,889,0,720
804,748,791,741,801,720
745,748,791,741,801,720
745,748,791,741,801,720
745,748,791,741,801,720
745,748,791,741,801,720
745,748,791,741,752,720
745,748,791,741,752,720
745,748,791,741,752,735
745,748,642,705,752,735
745,748,642,705,752,735
745,748,642,705,752,735
745,748,642,705,752,735
745,748,642,705,752,735
745,748,690,705,752,734
745,748,690,705,752,734
745,748,690,705,752,734
745,748,690,705,752,734
745,751,690,705,752,734
745,751,690,705,0,734
745,743,690,705,0,734
745,743,690,705,0,734
745,743,690,705,0,734
745,743,690,705,0,734
745,743,690,705,0,734
745,743,690,705,0,734
745,743,690,705,748,734
745,743,690,705,748,734
745,743,690,705,748,734
380,743,690,705,748,734
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,705,748,665
380,743,690,932,748,665
380,743,690,932,748,665
380,897,690,932,941,665
380,897,690,932,941,665
380,897,690,932,941,665
380,897,690,932,941,665
380,897,690,932,941,665
450,897,690,932,941,665
450,897,690,932,941,729
450,897,690,932,941,729
450,897,690,932,967,729
450,690,690,932,967,729
450,690,690,932,967,729
450,690,690,0,967,728
450,690,690,0,967,728
751,690,690,0,967,728
751,690,690,0,967,728
751,729,876,0,967,728
750,729,876,0,967,728
750,729,876,0,967,728
750,729,876,923,967,728
750,729,876,923,967,728
750,729,876,923,967,728
750,729,876,923,967,728
750,729,908,923,967,728
750,729,908,923,967,728
750,729,908,926,967,728
750,729,908,926,967,728
750,729,879,926,967,728
392,729,879,926,967,703
392,729,0,926,961,703
392,729,0,926,961,703
392,729,0,926,961,703
392,729,476,926,961,703
392,729,476,930,961,703
392,729,476,930,961,746
631,729,476,930,961,746
631,729,476,930,961,746
631,729,309,930,961,746
631,729,309,930,961,746
631,729,309,930,961,746
631,729,309,930,961,746
756,729,309,930,961,746
756,729,309,930,961,746
756,0,309,930,961,700
756,0,309,930,961,700
756,0,309,930,961,700
756,0,309,903,961,700
756,738,245,903,961,700
756,738,245,903,961,700
756,738,245,903,961,700
756,738,245,730,961,700
756,738,245,730,961,700
756,713,245,730,961,700
756,713,245,730,961,700
756,713,245,730,961,700
756,713,0,746,961,700
756,713,0,746,961,700
756,713,0,746,961,700
756,713,0,746,961,700
756,713,0,746,961,700
766,713,0,746,961,700
766,713,0,746,961,0
766,691,0,746,961,0
766,691,0,746,961,0
766,691,349,746,961,0
766,691,349,746,961,0
766,691,349,746,961,0
766,691,349,746,961,0
766,691,349,746,793,0
766,691,349,746,793,0
766,691,346,746,793,0
766,691,346,746,793,0
766,689,346,746,793,757
766,689,346,746,793,757
766,689,346,746,793,757
